Date,Open,High,Low,Close,Adj_Close,Volume
2013-05-07,29.825714,30.074286,29.371429,29.464285,29.464285,17079300
2013-05-08,29.275715,30.057142,29.218571,29.801428,29.801428,17623200
2013-05-09,29.718571,31.268572,29.502857,30.915714,30.915714,36108800
2013-05-10,30.915714,31.392857,30.651428,31.098572,31.098572,18844700
2013-05-13,31.024286,32.812859,31.020000,32.768570,32.768570,41357400
2013-05-14,33.141430,33.798573,32.971428,33.424286,33.424286,38535700
2013-05-15,34.209999,35.061428,33.975716,34.771427,34.771427,36029700
2013-05-16,35.278572,35.549999,33.599998,33.861427,33.861427,28053200
2013-05-17,34.075714,34.678570,33.714287,34.142857,34.142857,20141100
2013-05-20,34.062859,34.521427,33.822857,34.221428,34.221428,14765800
2013-05-21,34.291428,34.414288,33.571430,33.869999,33.869999,11491200
2013-05-22,33.485714,34.028572,32.377144,32.651428,32.651428,21769300
2013-05-23,32.242859,32.599998,31.650000,32.311428,32.311428,16198000
2013-05-24,32.175713,32.714287,32.071430,32.677143,32.677143,11808300
2013-05-28,33.107143,33.708572,30.425714,30.598572,30.598572,39525500
2013-05-29,30.650000,31.625713,29.987143,30.762857,30.762857,34101900
2013-05-30,30.861429,31.857143,30.221428,31.808571,31.808571,24087700
2013-05-31,32.177143,32.797142,32.007141,32.321430,32.321430,25416300
2013-06-03,32.435715,32.500000,31.081429,31.709999,31.709999,21270900
2013-06-04,31.445715,32.507141,31.224285,32.187141,32.187141,23006900
2013-06-05,31.884285,32.571430,31.200001,31.922857,31.922857,33096000
2013-06-06,31.731428,32.200001,30.571428,31.105715,31.105715,26069400
2013-06-07,31.234285,31.545713,30.807142,31.459999,31.459999,15299200
2013-06-10,31.861429,31.904285,30.865715,31.561428,31.561428,13812400
2013-06-11,31.121429,31.467142,30.542856,30.637142,30.637142,14213500
2013-06-12,30.832857,30.832857,29.552856,29.662857,29.662857,19108600
2013-06-13,29.712856,30.792856,29.392857,30.770000,30.770000,18511500
2013-06-14,30.681429,31.041430,30.331429,30.570000,30.570000,12495700
2013-06-17,32.220001,32.928570,31.964285,32.747143,32.747143,35851200
2013-06-18,32.891430,33.000000,32.342857,32.689999,32.689999,17476900
2013-06-19,32.571430,33.697144,32.515713,33.187141,33.187141,22353100
2013-06-20,32.781429,33.000000,31.505714,31.931429,31.931429,21116200
2013-06-21,32.150002,32.340000,30.600000,30.985714,30.985714,23398200
2013-06-24,30.428572,31.297142,29.857143,30.799999,30.799999,17896200
2013-06-25,30.281429,30.500000,29.651428,30.414286,30.414286,20918800
2013-06-26,30.650000,31.178572,30.117144,30.299999,30.299999,18834200
2013-06-27,30.415714,30.961428,29.942858,30.709999,30.709999,18326700
2013-06-28,30.610001,30.900000,30.007143,30.155714,30.155714,19581100
2013-07-01,30.517143,32.189999,30.285715,32.040001,32.040001,24517500
2013-07-02,32.175713,32.495716,31.142857,31.637142,31.637142,17730300
2013-07-03,31.731428,32.000000,31.278572,31.558571,31.558571,8625400
2013-07-05,31.727142,32.178570,31.332857,32.157143,32.157143,9957500
2013-07-08,32.425713,33.605713,32.215714,33.299999,33.299999,24289300
2013-07-09,33.577145,35.344284,33.552856,35.340000,35.340000,35509600
2013-07-10,35.078571,35.271427,34.172855,34.831429,34.831429,22578500
2013-07-11,35.428570,35.599998,34.402859,34.881428,34.881428,21146300
2013-07-12,35.118572,36.775715,35.107143,36.751427,36.751427,34238400
2013-07-15,37.057144,37.121429,36.018570,36.854286,36.854286,20612900
2013-07-16,36.755714,38.052856,36.671429,37.211430,37.211430,33356400
2013-07-17,37.320000,38.322857,36.952858,38.274284,38.274284,19510400
2013-07-18,38.615715,38.615715,37.714287,38.058571,38.058571,20487600
2013-07-19,38.204285,38.278572,37.597141,37.797142,37.797142,18120200
2013-07-22,38.121429,38.392857,36.731430,37.422855,37.422855,47313700
2013-07-23,35.914288,37.461430,35.171429,35.751427,35.751427,76829200
2013-07-24,35.674286,36.035713,34.314285,34.471428,34.471428,33409600
2013-07-25,34.365715,35.380001,34.272858,35.248573,35.248573,19634300
2013-07-26,34.945713,35.282856,34.401428,35.187141,35.187141,17826900
2013-07-29,35.151428,35.810001,34.642857,34.994286,34.994286,13215300
2013-07-30,35.057144,35.415714,34.544285,34.822857,34.822857,10890600
2013-07-31,34.772858,35.299999,34.562859,34.925713,34.925713,13120800
2013-08-01,35.220001,35.714287,34.938572,35.588570,35.588570,14139300
2013-08-02,35.619999,35.619999,34.971428,35.168571,35.168571,13879600
2013-08-05,34.844284,36.271427,34.482857,36.262856,36.262856,22962100
2013-08-06,36.278572,36.799999,35.728573,36.557144,36.557144,20413400
2013-08-07,36.337143,36.781429,35.522858,35.601429,35.601429,16328900
2013-08-08,35.981430,36.271427,35.492859,35.771427,35.771427,14800100
2013-08-09,35.712856,36.244286,35.685715,36.107143,36.107143,12322800
2013-08-12,35.897144,36.714287,35.774284,36.657143,36.657143,17804500
2013-08-13,36.950001,37.457142,36.180000,37.027142,37.027142,21940800
2013-08-14,36.900002,37.684284,36.860001,37.401428,37.401428,17399900
2013-08-15,37.000000,37.212856,35.908573,36.201427,36.201427,16629200
2013-08-16,36.172855,37.164288,35.875713,36.981430,36.981430,21354200
2013-08-19,36.857143,37.642857,36.821430,37.111427,37.111427,15497300
2013-08-20,37.561428,39.077145,37.500000,39.041428,39.041428,30140600
2013-08-21,38.984287,39.235714,38.214287,38.624287,38.624287,21258300
2013-08-22,38.931427,39.065716,38.318573,38.535713,38.535713,9961700
2013-08-23,38.578571,39.770000,38.431427,39.765713,39.765713,22285200
2013-08-26,39.444286,41.419998,39.148571,40.388573,40.388573,31017700
2013-08-27,39.878571,40.840000,39.214287,39.434284,39.434284,23138500
2013-08-28,39.808571,40.714287,39.485714,40.480000,40.480000,19355700
2013-08-29,40.575714,41.461430,40.548573,41.121429,41.121429,19059600
2013-08-30,41.178570,41.261429,40.421429,40.558571,40.558571,15149400
2013-09-03,41.061428,41.529999,40.650002,41.285713,41.285713,19969600
2013-09-04,41.262856,41.865715,40.998573,41.775715,41.775715,19701500
2013-09-05,42.400002,42.704285,42.060001,42.158573,42.158573,19072200
2013-09-06,42.332859,42.358570,41.457142,41.648571,41.648571,17698800
2013-09-09,41.821430,42.185715,41.468571,42.021427,42.021427,13840400
2013-09-10,42.500000,44.748573,42.401428,44.722858,44.722858,36682100
2013-09-11,44.820000,44.882858,43.411430,44.042858,44.042858,29940400
2013-09-12,43.119999,43.778572,42.621429,43.058571,43.058571,21947800
2013-09-13,43.142857,43.714287,42.741428,43.664288,43.664288,15029700
2013-09-16,44.285713,44.312859,43.114285,43.165714,43.165714,14055300
2013-09-17,43.148571,43.322857,42.528572,42.792858,42.792858,18200700
2013-09-18,42.708572,43.954285,42.588570,43.845715,43.845715,13739600
2013-09-19,44.052856,44.107143,43.430000,43.642857,43.642857,17449600
2013-09-20,43.691429,45.127144,43.660000,44.832859,44.832859,30791600
2013-09-23,45.770000,45.770000,42.788570,43.148571,43.148571,32030600
2013-09-24,43.042858,44.200001,42.907143,43.784286,43.784286,18780300
2013-09-25,44.028572,44.400002,43.437141,43.877144,43.877144,14639100
2013-09-26,44.005714,44.927143,43.928570,44.787144,44.787144,12460700
2013-09-27,44.394287,44.788570,44.242859,44.628571,44.628571,8299200
2013-09-30,43.959999,44.592857,43.599998,44.172855,44.172855,12528600
2013-10-01,44.967144,46.385715,44.857143,46.374287,46.374287,29693300
2013-10-02,46.012856,47.657143,45.945713,47.247143,47.247143,30583700
2013-10-03,47.287144,47.785713,45.435715,45.959999,45.959999,24613400
2013-10-04,46.240002,46.900002,45.505714,46.751427,46.751427,16814000
2013-10-07,46.291428,46.709999,45.450001,45.451427,45.451427,14634900
2013-10-08,45.612858,45.931427,42.795715,43.188572,43.188572,28678300
2013-10-09,42.889999,42.939999,40.400002,41.204285,41.204285,41948900
2013-10-10,43.000000,43.918571,42.342857,43.427143,43.427143,30695000
2013-10-11,43.472858,43.944286,42.875713,42.978573,42.978573,19200300
2013-10-14,44.372856,46.467144,43.714287,46.337143,46.337143,45659600
2013-10-15,46.442856,46.761429,45.619999,45.955715,45.955715,26848500
2013-10-16,45.730000,46.500000,45.465714,46.125713,46.125713,18843300
2013-10-17,46.029999,47.172855,45.665714,47.157143,47.157143,19272400
2013-10-18,47.714287,48.068573,46.799999,47.642857,47.642857,25454800
2013-10-21,48.988571,50.774284,48.585712,50.712856,50.712856,65090200
2013-10-22,55.405716,55.594284,45.928570,46.074287,46.074287,181099800
2013-10-23,45.331429,47.884285,45.285713,47.177143,47.177143,58376500
2013-10-24,47.348572,48.121429,46.237144,47.317142,47.317142,33559400
2013-10-25,47.285713,48.171429,46.558571,46.861427,46.861427,24062500
2013-10-28,46.430000,47.279999,44.544285,44.857143,44.857143,34260800
2013-10-29,45.509998,46.767143,44.171429,46.757141,46.757141,30936500
2013-10-30,46.959999,46.990002,45.088570,45.448570,45.448570,21640500
2013-10-31,45.444286,46.664288,45.099998,46.068573,46.068573,18489800
2013-11-01,46.975716,47.642857,46.557144,47.038570,47.038570,22020600
2013-11-04,47.278572,48.255714,46.450001,48.228573,48.228573,21919100
2013-11-05,47.934284,48.914288,47.578571,48.785713,48.785713,17289300
2013-11-06,48.498573,49.195713,47.541428,47.947144,47.947144,20733300
2013-11-07,48.428570,48.524284,46.451427,46.694286,46.694286,20007400
2013-11-08,46.702858,47.942856,46.502857,47.842857,47.842857,19448800
2013-11-11,47.535713,48.500000,46.945713,48.272858,48.272858,16815400
2013-11-12,48.025715,48.500000,47.335712,47.675713,47.675713,12231800
2013-11-13,47.602856,47.922855,47.014286,47.897144,47.897144,11967900
2013-11-14,47.970001,49.142857,47.874287,48.938572,48.938572,20104700
2013-11-15,49.228573,49.984287,49.011429,49.965714,49.965714,20152300
2013-11-18,50.000000,50.070000,48.500000,48.824287,48.824287,20247500
2013-11-19,48.681427,49.545715,47.748573,48.184284,48.184284,17057600
2013-11-20,49.049999,49.478573,48.235714,48.502857,48.502857,19481700
2013-11-21,48.891430,49.811428,48.810001,49.785713,49.785713,15989400
2013-11-22,49.832859,50.085712,49.142857,49.692856,49.692856,14202300
2013-11-25,49.557144,50.418571,49.287144,50.034286,50.034286,13984600
2013-11-26,50.071430,50.922855,49.652859,50.742859,50.742859,14683200
2013-11-27,51.015713,51.978573,50.505714,51.784286,51.784286,16832900
2013-11-29,52.007141,52.542858,51.858570,52.257141,52.257141,8388100
2013-12-02,52.125713,52.565716,51.372856,51.988571,51.988571,11675300
2013-12-03,51.698570,51.939999,50.928570,51.848572,51.848572,13400800
2013-12-04,51.512856,52.664288,50.892857,50.895714,50.895714,19395600
2013-12-05,51.114285,51.590000,50.484287,51.151428,51.151428,13793500
2013-12-06,51.577145,51.618572,50.285713,50.634285,50.634285,12075700
2013-12-09,50.738571,51.410000,50.515713,50.810001,50.810001,11718700
2013-12-10,50.714287,52.062859,50.474285,51.871429,51.871429,14089600
2013-12-11,52.052856,53.022858,51.745716,51.997143,51.997143,20066900
2013-12-12,51.952858,53.548573,51.935715,53.332859,53.332859,21318500
2013-12-13,53.735714,53.857143,52.687141,52.709999,52.709999,17854900
2013-12-16,52.854286,53.000000,52.035713,52.330002,52.330002,13911100
2013-12-17,52.392857,53.957142,52.324287,53.552856,53.552856,18448500
2013-12-18,53.408573,53.857143,52.358570,53.748573,53.748573,19881400
2013-12-19,53.457142,54.265713,53.335712,53.820000,53.820000,13849500
2013-12-20,53.785713,54.241428,53.477142,53.667141,53.667141,18817400
2013-12-23,54.098572,54.775715,53.804287,54.368572,54.368572,12624500
2013-12-24,54.394287,54.851429,53.925713,54.055714,54.055714,5577600
2013-12-26,54.015713,54.415714,53.689999,53.847141,53.847141,12268900
2013-12-27,53.872856,54.107143,52.258572,52.500000,52.500000,16948400
2013-12-30,52.517143,52.791428,51.291428,52.427143,52.427143,15075200
2013-12-31,52.214287,52.735714,51.947144,52.595715,52.595715,10516800
2014-01-02,52.401428,52.511429,51.542858,51.831429,51.831429,12325600
2014-01-03,52.000000,52.495716,51.842857,51.871429,51.871429,10817100
2014-01-06,51.889999,52.044285,50.475716,51.367142,51.367142,15501500
2014-01-07,49.684284,49.698570,48.152859,48.500000,48.500000,36167600
2014-01-08,48.104286,49.425713,48.074287,48.712856,48.712856,20001100
2014-01-09,48.824287,49.139999,47.857143,48.150002,48.150002,17007200
2014-01-10,48.295715,48.377144,47.218571,47.448570,47.448570,16237900
2014-01-13,47.304287,49.810001,47.304287,48.115715,48.115715,27237000
2014-01-14,48.777142,48.799999,47.509998,48.279999,48.279999,19740000
2014-01-15,47.857143,48.367142,45.581429,47.197144,47.197144,40432000
2014-01-16,46.915714,47.695713,46.002857,47.382858,47.382858,21135800
2014-01-17,47.438572,47.831429,46.891430,47.148571,47.148571,16417100
2014-01-21,47.461430,47.495716,45.750000,46.958572,46.958572,25220300
2014-01-22,47.071430,47.777142,46.764286,47.675713,47.675713,48342000
2014-01-23,55.342857,56.518570,53.927143,55.531429,55.531429,91280000
2014-01-24,54.811428,55.814285,54.768570,55.154285,55.154285,35466900
2014-01-27,55.341427,55.928570,52.937141,54.461430,54.461430,32526900
2014-01-28,54.474285,58.201427,54.394287,58.110001,58.110001,43590400
2014-01-29,57.588570,58.191429,56.864285,57.202858,57.202858,28968100
2014-01-30,58.157143,58.455715,57.358570,57.810001,57.810001,18379200
2014-01-31,57.472858,58.914288,57.471428,58.475716,58.475716,23625000
2014-02-03,58.842857,58.878571,57.245716,57.768570,57.768570,20145300
2014-02-04,57.921429,58.361427,56.715714,57.987144,57.987144,18066300
2014-02-05,57.592857,58.250000,56.857143,57.774284,57.774284,16762900
2014-02-06,58.060001,58.701427,57.202858,58.272858,58.272858,12852000
2014-02-07,59.062859,61.500000,58.651428,61.425713,61.425713,32921000
2014-02-10,61.347141,61.767143,60.611427,61.491428,61.491428,13812400
2014-02-11,61.422855,62.251427,60.787144,61.998573,61.998573,13667500
2014-02-12,62.111427,62.128571,60.791428,61.275715,61.275715,15673000
2014-02-13,60.812859,62.784286,60.714287,62.364285,62.364285,18700500
2014-02-14,62.437141,62.528572,61.669998,62.215714,62.215714,11985400
2014-02-18,62.422855,63.034286,61.142857,62.407143,62.407143,15507800
2014-02-19,61.667141,62.321430,61.138573,61.175713,61.175713,16031400
2014-02-20,61.478573,62.538570,61.308571,62.135715,62.135715,11965100
2014-02-21,62.671429,62.671429,61.378571,61.747143,61.747143,13483400
2014-02-24,62.209999,64.241432,61.214287,63.857143,63.857143,26043500
2014-02-25,64.285713,65.398575,63.571430,64.718575,64.718575,18700500
2014-02-26,65.128571,65.142860,63.714287,64.112854,64.112854,15010100
2014-02-27,63.977142,64.875717,63.977142,64.604286,64.604286,10304700
2014-02-28,64.732857,64.885712,63.000000,63.661430,63.661430,15751400
2014-03-03,63.027142,63.678570,62.585712,63.655716,63.655716,13528200
2014-03-04,64.417145,65.000000,63.655716,64.997147,64.997147,12387900
2014-03-05,64.855713,65.262856,64.558571,64.785713,64.785713,10868900
2014-03-06,64.991432,65.428574,64.141426,64.358574,64.358574,11809000
2014-03-07,64.867142,64.934288,63.644287,64.052856,64.052856,11573800
2014-03-10,64.067146,64.111427,61.728573,62.849998,62.849998,15439200
2014-03-11,63.234287,63.811428,62.235714,62.497143,62.497143,10448200
2014-03-12,61.954285,62.785713,61.382858,62.368572,62.368572,12134500
2014-03-13,62.815716,62.897144,61.182858,61.437141,61.437141,11390400
2014-03-14,61.104286,62.141430,60.428570,60.641430,60.641430,14989100
2014-03-17,61.169998,61.542858,60.330002,60.388573,60.388573,10695300
2014-03-18,60.338570,60.894287,59.500000,60.035713,60.035713,14688100
2014-03-19,59.981430,60.778572,59.580002,60.012856,60.012856,10531500
2014-03-20,59.952858,61.742859,59.928570,60.610001,60.610001,14494900
2014-03-21,60.871429,61.191429,57.962856,57.998573,57.998573,26770800
2014-03-24,57.927143,58.064285,52.657143,54.128571,54.128571,42483700
2014-03-25,54.142857,54.990002,52.250000,52.977142,52.977142,30356900
2014-03-26,53.287144,53.921429,52.367142,53.182858,53.182858,27152300
2014-03-27,53.001427,53.975716,51.647144,52.025715,52.025715,28672000
2014-03-28,51.459999,52.714287,50.821430,51.267143,51.267143,24699500
2014-03-31,51.644287,52.408573,49.982857,50.290001,50.290001,22125600
2014-04-01,50.250000,52.178570,50.248573,52.098572,52.098572,21338800
2014-04-02,52.237144,53.007141,51.185715,51.840000,51.840000,24194100
2014-04-03,51.618572,52.157143,50.014286,50.669998,50.669998,21983500
2014-04-04,50.778572,50.857143,47.982857,48.187141,48.187141,34958000
2014-04-07,48.644287,49.741428,47.301430,48.285713,48.285713,37351300
2014-04-08,48.578571,50.112858,48.341427,49.841427,49.841427,25761400
2014-04-09,50.147144,50.557144,49.021427,50.432858,50.432858,20511400
2014-04-10,50.639999,51.068573,47.715714,47.818573,47.818573,24871000
2014-04-11,47.257141,47.831429,46.230000,46.672855,46.672855,30146200
2014-04-14,47.555714,47.857143,46.505714,47.368572,47.368572,17994200
2014-04-15,47.011429,47.367142,44.585712,46.610001,46.610001,30799300
2014-04-16,47.292858,47.709999,46.194286,47.344284,47.344284,16114700
2014-04-17,48.108570,49.961430,47.500000,49.391430,49.391430,32116000
2014-04-21,49.900002,49.914288,48.328571,49.784286,49.784286,47892600
2014-04-22,53.804287,54.411430,52.118572,53.271427,53.271427,64702400
2014-04-23,51.818573,52.500000,50.428570,50.500000,50.500000,40285000
2014-04-24,50.357143,50.842857,47.828571,49.152859,49.152859,30639000
2014-04-25,48.208572,48.772858,46.000000,46.011429,46.011429,33071500
2014-04-28,45.435715,45.842857,42.785713,44.887142,44.887142,47123300
2014-04-29,44.605713,46.375713,44.575714,45.695713,45.695713,23132900
2014-04-30,45.417141,46.057144,44.321430,46.005714,46.005714,23618700
2014-05-01,46.292858,49.384285,46.150002,48.074287,48.074287,37001300
2014-05-02,48.215714,49.128571,47.721428,48.664288,48.664288,26194700
2014-05-05,48.295715,49.354286,48.014286,49.197144,49.197144,20330800
2014-05-06,49.102856,49.674286,46.520000,46.598572,46.598572,22722700
2014-05-07,46.590000,46.834286,45.029999,45.791428,45.791428,25680900
2014-05-08,45.308571,47.388573,44.908573,45.951427,45.951427,21168700
2014-05-09,46.011429,47.134285,45.335712,46.935715,46.935715,17968300
2014-05-12,47.265713,49.361427,47.217144,49.349998,49.349998,21395500
2014-05-13,49.207142,50.610001,48.677143,49.591427,49.591427,20832000
2014-05-14,49.578571,50.628571,49.437141,50.268570,50.268570,19891900
2014-05-15,50.121429,50.255714,48.482857,49.169998,49.169998,23370200
2014-05-16,49.352856,49.995716,48.548573,49.982857,49.982857,19072200
2014-05-19,49.571430,52.459999,49.507141,52.071430,52.071430,25393200
2014-05-20,52.144287,53.242859,51.771427,53.095715,53.095715,28828100
2014-05-21,53.588570,55.812859,53.335712,55.799999,55.799999,39939900
2014-05-22,55.840000,56.785713,55.357143,55.971428,55.971428,33222700
2014-05-23,55.948570,57.495716,55.665714,57.478573,57.478573,22122100
2014-05-27,57.428570,57.459999,56.164288,56.972858,56.972858,26735100
2014-05-28,56.742859,57.885715,56.214287,57.320000,57.320000,19873700
2014-05-29,57.628571,59.427143,57.078571,59.314285,59.314285,22844500
2014-05-30,59.311428,60.248573,58.801430,59.689999,59.689999,29248800
2014-06-02,59.925713,60.415714,58.928570,60.294285,60.294285,20480600
2014-06-03,59.998573,60.799999,59.578571,59.652859,59.652859,17133200
2014-06-04,59.537144,60.642857,59.042858,60.458572,60.458572,17432800
2014-06-05,60.535713,61.342857,59.795715,61.192856,61.192856,18930800
2014-06-06,61.430000,62.127144,61.194286,61.447144,61.447144,15730400
2014-06-09,61.357143,61.521427,60.012856,60.441429,60.441429,16678900
2014-06-10,60.788570,62.291428,60.717144,61.184284,61.184284,22920100
2014-06-11,60.747143,61.799999,60.714287,61.428570,61.428570,13745900
2014-06-12,61.295715,61.464287,60.071430,60.349998,60.349998,15803200
2014-06-13,60.428570,61.128571,59.601429,61.101429,61.101429,15778700
2014-06-16,60.932858,61.601429,60.488571,61.465714,61.465714,12506200
2014-06-17,62.577145,64.012856,62.538570,63.378571,63.378571,28996100
2014-06-18,63.381428,64.402855,62.892857,64.097145,64.097145,18786600
2014-06-19,64.204285,64.212860,62.580002,63.055714,63.055714,17308200
2014-06-20,63.028572,63.268570,62.139999,62.882858,62.882858,13222300
2014-06-23,62.765713,63.122856,62.221428,62.788570,62.788570,10672900
2014-06-24,62.578571,64.277145,62.214287,62.337143,62.337143,20367200
2014-06-25,62.142857,63.537144,61.904285,63.458572,63.458572,15752100
2014-06-26,62.970001,63.162857,62.392857,62.801430,62.801430,14237300
2014-06-27,62.617142,63.312859,62.485714,63.154285,63.154285,15587600
2014-06-30,63.265713,63.838570,62.812859,62.942856,62.942856,10588900
2014-07-01,65.175713,67.668571,65.042854,67.585716,67.585716,37995300
2014-07-02,67.639999,67.981430,66.577141,66.677139,66.677139,17309600
2014-07-03,67.165718,67.517143,66.981430,67.478569,67.478569,11359600
2014-07-07,67.442856,67.461426,65.714287,65.802856,65.802856,18296600
2014-07-08,65.664284,65.857140,62.754284,63.578571,63.578571,26182800
2014-07-09,63.740002,64.191429,62.818573,63.285713,63.285713,21011200
2014-07-10,62.055714,63.455715,61.171429,62.650002,62.650002,24388700
2014-07-11,63.065716,63.447144,62.450001,62.851429,62.851429,14219100
2014-07-14,63.328571,65.068573,62.714287,64.654289,64.654289,17433500
2014-07-15,64.384285,64.481430,63.181427,64.155716,64.155716,13505800
2014-07-16,64.867142,65.099998,63.342857,63.491428,63.491428,13438600
